"project_id","item_key","text","cluster"
"Apache httpd-2",44025,"Apache 2.2.6 fails to configure on OpenBSD 4.1",25
"APR",42728,"mod_ssl thread detaching not releasing handles",25
"POI",45531,"HSSFDateUtil.getJavaDate() should return Date for negative cell values",25
"Tomcat Modules",59879,"StatementCache interceptor returns ResultSet objects that throw runtime exception on toString()",25
"Log4j - Now in Jira",54818,"SyslogAppender tag does not support non-alphanumeric characters.",25
"Lenya",42249,"clean up News Module xhtml output",25
"Lenya",40503,"save does not work with neutron",25
"POI",55966,"Text contents of content controls within paragraphs, not appearing in XWPFWordExtractor.getText()",25
"Apache httpd-2",57492,"incomplete chunked-transfered request body is not correctly de-chunked",25
"Apache httpd-2",58602,"Priority issue on DirectoryMatch directive",25
"Lenya",42893,"[Misc] error when logging out because session is expired (I guess)",25
"Apache httpd-2",57933,"apr_port_t returns constant",25
"Apache httpd-2",50024,"Mod_cache/mod_mem_cache and mod_security combination bug",25
"APR",53428,"apr_threads: Fixed underquoted definitions added a default to TRY_RUN for cross-compiling",25
"Batik - Now in Jira",48562,"Non-native cursors are imprecise (also, their look could be improved)",25
"JMeter",55457,"Allow JMeter variables in JUnit Request sampler's Constructor String Label",25
"Lenya",34003,"provide a custom error page",25
"Apache httpd-2",45754,"autoconf macros",25
"APR",42848,"add IP TOS support to apr_socket_opt_set()",25
"JMeter",51092,"Allow to store the content of the ""View Results Tree"" after the test even if before the test no file to save to was specified",25
"Apache httpd-2",50869,"Need directive to control use and timeout of session ticket",25
"Apache httpd-2",59982,"[patch] Add log message when apr_global_mutex_lock/unlock fails",25
"Apache httpd-2",44155,"smarter retry for LDAP_UNAVAILABLE, LDAP_BUSY, etc.",25
"JMeter",60154,"UI allows User Parameters to be moved up & down in the list",25
"Tomcat 8",56361,"org.apache.tomcat.websocket.WsWebSocketContainer#backgroundProcess() period should be configurable",25
"JMeter",51140,"Possibility to provide a specific error/failure message in a response assertion that is later shown in the Assertion Result",25
"Apache httpd-2",54608,"Support an option to allow page caching when using DB Sessions",25
"Apache httpd-2",49396,"PATH_INFO normalization, especially relating to void path segments",25
"Apache httpd-2",48360,"provide sample configuration file for inclusion in httpd.conf",25
"JMeter",59000,"Prevent mixed CSV columns",25
"Ant",35776,"amend FileUtils to properly handle cygwin symbolic links",25
"POI",59277,"Add convenience utility for adding a cell comment to a sheet",25
"Apache httpd-2",56229,"ocsp ProxyHost and ProxyPort support",25
"Ant",58770,"Installation Problem with Source Edition for ant 1.9.6",25
"Xindice",22775,"Xindice hangs forever on blocking I/O call",25
"Crimson",19087,"Node of type <node></node> in the document tree while doing a importNode fails with a NullPointerException in the TextNode class.",25
"Xerces-J",10675,"Schema validation does not work via HTTPS",25
"Xerces-J",5730,"Couldn't parse GB2312 doc , filled in by java.io.Reader?",25
"XmlCommons - Now in JIRA",28719,"Resolver generates an incorrect base URL when user.dir is ""/""",25
"Slide",31705,"Command line client doesn't accept urls containing _",25
"Batik - Now in Jira",26860,"unexpected non-zero alpha due to clamping of premultiplied filter results",25
"Fop - Now in Jira",46726,"issue with region-body",25
"BCEL - Now in Jira",41069,"array elements' type not always verified by JustIce",25
"Apache httpd-2",22898,"nph scripts with two HTTP header",25
"Fop - Now in Jira",45237,"Call order of FOEventHandler method is incorrect",25
"Ant",28403,"Floating attribute for import task",25
"Ant",14393,"Support use of jndi within ant",25
"Fop - Now in Jira",52992,"[PATCH] National characters in PDF base fonts",25
"Ant",36653,"enable a ""forking"" XSLT task",25
"Ant",19224,"The <javac> task should accept the 'dependcache' and 'dependcacheref' attributes",25
"JMeter",53878,"Thread Groups Defaults",25
"Fop - Now in Jira",45366,"Unable to create column break in RTF using FOP",25
"Ant",15430,"Enhancement to ReplaceRegExp.java",25
"Ant",29986,"Recursive dependencies.",25
"Apache httpd-2",13661,"Apache cannot not handle dynamic IP reallocation",25
"Ant",30254,"xslt/style task not taking META-INF/services/javax.xml.transform.TransformerFactory from classpath into account",25
"Apache httpd-2",47634,"mod_ldap connection pool session keepalive not implemented",25
"Regexp",36753,"method subst() on RegExp ""^"" should work different",25
"Apache httpd-2",44601,"Add a lowercase value to Vary header for consistency",25
"JMeter",49974,"Allow to pause and resume tests",25
"Apache httpd-2",42216,"RFE -- external overload procedure",25
"Log4j - Now in Jira",46691,"log4j file rolling over on restart of the server",26
"POI",49765,"addPictures() not displaying Image in XWPF",26
"Apache httpd-2",36710,"CGI output not captured",26
"POI",59026,"NullPointerException when try to Exports XLSX data using Custom XML Mapping",26
"Apache httpd-2",43220,"mod_proxy truncating ajp output",26
"Apache httpd-2",55022,"child pid 3123 exit signal Bus error (10) - Apache not responding",26
"APR",54643,"Application exception from Apache 2.4.3 (with APR 1.4.6)",26
"Ant",59648,"Ant 1.9.5 breaks scp upload task.",26
"Apache httpd-2",38903,"r->allowed does not affect Allow response header",26
"JMeter",58679,"Replace the xpp pull parser in xstream with a java6+ standard solution",26
"Batik - Now in Jira",46721,"Bug in SVGFeOffsetElementBridge when using primitiveUnits=""objectBoundingBox"" -- Wrong Translation",26
"Apache httpd-2",55234,"Working of attribute ""protocol"" attribute ""protocol"" the <Listen> directive",26
"Apache httpd-2",32750,"mod_proxy + Win32DisableAcceptEx = memory leak",26
"APR",44550,"Solaris sendfilev() handling - EINTR appears to have sent data causing Apache2 to duplicate output chunks",26
"Apache httpd-2",53290,"memory usage",26
"Ant",51216,"chmod task when build is run using sudo hangs.",26
"APR",46820,"[PATCH] apr_file_mtime_set working with symlinks",26
"Apache httpd-2",56621,"Rotatelogs.exe first start",26
"Apache httpd-2",55981,"mod_mbox hang on some e-mails on user@openoffice.a.o - see INFRA-7171",26
"APR",46937,"apr build error",26
"Apache httpd-2",51409,"Sorting options accepted by ls, but ignored",26
"POI",57861,"Unreadable content after setCellFormula(null) and value used in another sheet",26
"Apache httpd-2",45579,"unknown URI scheme in request-URI ignored",26
"Slide",35927,"use-rdbms-expression-factory does not work with mysql 4.1",26
"Batik - Now in Jira",46473,"Code that uses BaseScriptingEnvironment.createWindow() now won't compile",26
"Batik - Now in Jira",45486,"support: externalResourcesRequired",26
"Lenya",46624,"costumized workflow.xml controls the workflow of all publications",26
"Security - Now in JIRA",47459,"c14n11 does include parent xml:id attributes in encrypted data",26
"Apache httpd-2",59611,"Copy-and-paste error in ldapsearch_check_authorization log",26
"Lenya",34088,"Provide patch to upgrade publications from 1.2 to 2.0",26
"Lenya",42457,"[PATCH] remove meta-stylesheet weirdness from src/webapp/lenya/config/sitemap/pipelines.xmap",26
"POI",59707,"Create new line in cell doesn't work with BufferedReader",26
"Log4j - Now in Jira",41547,"PropertyConfigurator and layout.contentType",26
"Apache httpd-2",54919,"*** glibc detected *** /usr/sbin/httpd: double free or corruption (!prev): 0x00002b797adf8bc0 ***",26
"Batik - Now in Jira",46127,"Leading and/or trailing spaces don't contribute to <text> bounding box",26
"Fop - Now in Jira",49163,"[PATCH] FOP ant task creating *.unk output files for the intermediate output format",26
"Tomcat Native",56027,"Unable to use TCN on RHEL6 boxes if box is booted in fips mode",26
"Fop - Now in Jira",53211,"layout engine doesn’t take the name of the region-body into account when breaking pages.",26
"Apache httpd-2",47484,"Spurious RewriteLock warning when using external maps",26
"Apache httpd-2",38995,"httpd tries to communicate with the CGI daemon even after a graceful shutdown",26
"Ant",51421,"RPM ant task does not search for rpmbuild command",26
"Apache httpd-2",49676,"directory with german umlauts are indented by one char",26
"Apache httpd-2",56594,"mod_authn_dbd, mod_dbd and mod_ssl",26
"Apache httpd-2",56626,"Add info about rotatelogs to log rotation document",26
"Log4j - Now in Jira",55621,"org.apache.log4j.RollingFileAppender  Log in rotated file as well as the current file",26
"BCEL - Now in Jira",43106,"Problem with JAXB if the bcel classloader is used",26
"Apache httpd-2",52408,"Directoryindex matching automatically redirects",26
"Batik - Now in Jira",53486,"Valid input arcs produce non-rendered SVG arcs",26
"Log4j - Now in Jira",45042,"Need a reliable way to detect misconfiguration",26
"Apache httpd-2",57286,"Symbolic links are not honoured",26
"Tomcat Modules",48268,"Patch to fix generics in tomcat-lite",26
"Apache httpd-2",47664,"ap_proxy_canonenc: does not recode all high-byte chars back into %HH form",26
"POI",51693,"Missing column",26
"Apache httpd-test",50710,"Compiling with brackets in folder name",26
"Batik - Now in Jira",47213,"[patch] Remove useless null check",26
"Apache httpd-2",45103,"apachectl should do config test before reload/restart, according to documentation, but it doesn't",26
"APR",53426,"apr_hints: Fixed underquoted definitions",26
"APR",43507,"configure flag for SHELL_PATH",26
"Apache httpd-2",53947,"Feature Request, RewriteRule - ProxyPreserveHost flag (and related)",26
"APR",46205,"Extend apr_array with a function to shuffle members",26
"Apache httpd-2",55607,"Re-set HOME environment variable to directory from pw",26
"JMeter",55756,"HTTP Mirror Server : Add ability to set Headers",26
"Lenya",44303,"Add indexing for the opendocument resource type",26
"Apache httpd-2",48705,"flag to allow newlines in the error log as opposed to a compile time directive",26
"Apache httpd-2",54415,"Please tell the root cause of mutex and scoreboard generation failure!",26
"Log4j - Now in Jira",44308,"[Patch] JMX component for managing Logger configurations",26
"Apache httpd-2",46669,"rotatelogs doesn't autocreate directories",26
"Apache httpd-2",48361,"Add global server option for specifying desired DSCP/QoS markings",26
"POI",54768,"[PATCH] Modify SheetDataWriter to allow writing spans attribute for each row",26
"Ant",41907,"Its nice to have a Task that can genarate certificates like JKS and P12",26
"Apache httpd-2",44779,"Using commas and semicolons for content negotiation instead of file extensions",26
"Security - Now in JIRA",32657,"Experimental single pass SAX xml signature verification",26
"Apache httpd-2",43792,"Feature proposal - bind phase",26
"Apache httpd-2",32524,"ab: add an option to specify a source address",26
"JMeter",59084,"Don't create new Exceptions",26
"Tomcat 8",59232,"Make the context name of an app available via JNDI",26
"Ant",57111,"<echo> and <fail>: ""prettify"" option",26
"Ant",40977,"echoxml output encoding",26
"Fop - Now in Jira",47093,"[PATCH] A PrintRenderer using Java Print Service API",26
"Tomcat 8",56166,"Suggestions for exception handling (avoid potential bugs)",26
"Apache httpd-2",34375,"enhancements for mod_include",26
"Xerces-J",2518,"Schema errors are given without context",26
"Xerces-J",4026,"usage of unparsed entity causes NullPointerException",26
"Xerces-J",8855,"namedItem not looking at name attribute",26
"Batik - Now in Jira",26466,"Incomplete support for AlphaComposite causes SVG encoding failure",26
"Watchdog",14004,"Incorrent behaviour of all attribute-related lifecycle event tests",26
"Fop - Now in Jira",47541,"Wrong handling of ""retained"" conditionality when space-before is inherited",26
"Apache httpd-2",20036,"Trailing Dots stripped from PATH_INFO environment variable",26
"Fop - Now in Jira",40230,"Invalid extra page break creates an undesired empty page",26
"Fop - Now in Jira",42769,"Wrong border resolution in a table when there are missing cells",26
"Batik - Now in Jira",31629,"SVGOMUseElement::getInstanceRoot() not implemented",26
"Watchdog",29398,"Update site and note current status",26
"Fop - Now in Jira",26047,"Space-after value remembered and used on second document.",26
"APR",40020,"Add support for apr_uint8_t and apr_int8_t types",26
"Apache httpd-2",11294,"desired vhost_alias option",26
"APR",28453,"apr_uri should parse relative to a base URI",26
"Apache httpd-2",37564,"Suggestion: mod_suexec SuexecUserGroup directive in the <Directory> section",26
"Ant",26026,"deleteuncontrolled parameter of stcheckout task should honor excludes and/or default excludes",26
"Ant",31070,"Task for ISO cd image file generation.",26
"Apache httpd-2",31311,"Remote user not logged in reverse proxy scenario",26
"BCEL - Now in Jira",24273,"ReferenceType.getFirstCommonSuperclass: Does not recognize UninitializedObjectType",26
"Batik - Now in Jira",25142,"TIFF 1bpp image with svgbrowser not drawable",26
"Apache httpd-2",41962,"Need mod_auth_ldap to authenticate with Active Directory domain credentials",26
"XmlCommons - Now in JIRA",36272,"C++ Code generator from XML Schema",26
"Apache httpd-2",51552,"Apache is not starting (2.2.15)",27
"Ant",50781,"javac task creates long command line",27
"Apache httpd-2",58044,"Error sintax 'lua_dump'",27
"Apache httpd-2",59561,"Stored Cross Site Scripting",27
"Apache httpd-2",54794,"mod_wsgi|fcgid and subversion >= 1.7 issues",27
"Apache httpd-2",57876,"logresolve.exe on any Windows immediately crashes (if usage() doesn't get called)",27
"Lenya",44059,"Unsychronized HashMaps being used improperly leads to horrible performance",27
"Apache httpd-2",49715,"ProxyPassMatch Url Encoder Problem",27
"Batik - Now in Jira",52431,"maven batik-awt-util 1.7 missing META-INF/services/ file for ImageWriterRegistry?",27
"Apache httpd-2",50942,"Apache 2.2.16 forward proxy is 5x times slower than apache2.2.4",27
"Log4j - Now in Jira",53345,"OutOfMemory Error from Appender",27
"Apache httpd-2",55787,"Chroot fails with ""Cannot chroot when not started as root"" error",27
"Apache httpd-2",58529,"Segmentation fault after modifying a proxy BalancerMember",27
"Ant",56460,"BUILD FAILED Class not found: javac1.8",27
"Batik - Now in Jira",47800,"[PATCH] CSS scanner does not tokenize correctly vendor specific CSS properties (such as -moz-border-radius)",27
"Apache httpd-2",52435,"Apache shutdown automatically",27
"Apache httpd-2",54719,"httpd should check for and eventually create pid file directory",27
"Apache httpd-2",45078,"mod_proxy stalls when uploading files",27
"Batik - Now in Jira",38205,"1-dimensional closed paths with round line join not fully drawn",27
"Ant",58589,"Added 'preservelastmodified' to scp task to retain file timestamp for upload",27
"Apache httpd-2",54365,"Connection closed by server during file transfer",27
"POI",55391,"Text Auto fit function in XSLF POI not working",27
"Slide",40202,"running away tmp files",27
"Apache httpd-2",53736,"/balancer-manager doesn't save runtime adjusted settings",27
"Apache httpd-2",55738,"PVS-Studio: few issues",27
"Apache httpd-2",42368,"httpd is crashing if conf/extra/httpd-manual.conf in enabled in its configuration",27
"Log4j - Now in Jira",47740,"log4j 1.2.15 deadlock RootAppender NDC",27
"Log4j - Now in Jira",52095,"Inconsistent Javadoc comment in addAppender(Appender) in org.apache.log4j.AsyncAppender",27
"APR",54032,"Default prefix incorrect in configure script",27
"APR",57575,"Can't crossbuild  apr-1.5.1 for ARM",27
"Apache httpd-2",43778,"Wrong responses if httpd has not access to some element for DELETE",27
"Ant",57720,"script task has fixed ScriptHelper",27
"Lenya",54489,"remove build source and test maven directory hack in pom.xml",27
"Apache httpd-2",51350,"mod_deflate compresses zero length content into an invalid 20 byte body",27
"APR",50731,"apr_atomic_casptr has wrong volatile qualifier",27
"Apache httpd-2",59660,"mod_macro: Control on bad nesting",27
"POI",55904,"[PATCH] Cell getHyperlink returns null when the link is drag copied in excel",27
"POI",54593,"Poor performance when adding borders",27
"Log4j - Now in Jira",56086,"Exceptions not thrown, simply printed to stack trace",27
"Apache httpd-2",57220,"[Feature Request] Add option to ApacheBench to give more in depth stats for types of failures.",27
"Apache httpd-2",52927,"[Bug in httpd 2.2.4] [error] (70014)End of file found: proxy: prefetch request body failed",27
"Apache httpd-2",46024," --enable-static is not available in apache's configure file and don't work",27
"Apache httpd-2",58135,"mod_cache sends client ""if-Modified-Since"" to backend even when a more recent version is in cache",27
"Lenya",44344,"AggregatingSource not cached",27
"Apache httpd-2",39517,"Corrupt chunked transfer-encoding with Content Negotiation and SSI.",27
"Slide",37748,"JNDIPrincipalStore that uses J2EE Container",27
"Lenya",39022,"[WebDAV] Temporary files created on server after opening files with Word 2003",27
"POI",58563,"XSSFRichTextString does not implement equals, but HSSFRichTextString does",27
"Apache httpd-2",55866,"When ProxyPreserveHost is on, SSL expects the wrong CN from the backend",27
"Apache httpd-2",59844,"Stack address is returned from function parse_ap_expr",27
"Taglibs",46052,"SetLocaleSupport is slow to initialize when many large items are on the classpath",27
"POI",55505,"CountryRecord not found",27
"Apache httpd-2",46428,"Spaces in URI doesn't encode in proxy-requests",27
"Apache httpd-2",41435,"Authentication fails with 500 Server Error",27
"POI",58355,"Paragraph not first in table exception when processing first page footer",27
"Apache httpd-2",53292,"add support for HTTP status code 308",27
"Log4j - Now in Jira",41311,"Please make TimeBasedRollingPolicy non-final?",27
"Apache httpd-2",55549,"AuthLDAPSubGroupAttribute doesn't do anything",27
"Apache httpd-2",48254,"Bogus ""DocumentRoot does not exist"" warning when set to a file",27
"APR",53425,"Make more cross compiler friendly at configure time",27
"Tomcat Modules",57729,"Add QueryExecutionReportInterceptor to log query execution info",27
"Apache httpd-2",47719,"Broken symbolic link (symlink) causes wrong ErrorDocument to be returned",27
"Apache httpd-2",57832,"Reduction of response splitting attacks consequences in mod_proxy",27
"Ant",51528,"'Mail' task should be provided to send formatted email or allowed to use 'message' as well as 'messagefile' attributes",27
"POI",59432,"createName is slow when there are many Names (10000)",27
"Ant",52994,"JDK 8: <javac> to get 'header' attribute",27
"Apache httpd-2",52978,"Binding to an interface instead of an address",27
"Tomcat 8",58072,"ECDH curve selection",27
"POI",58402,"Rework AreaReference implementation details and tests",27
"JMeter",53815,"FileServer synchronisation is rather crude",27
"JMeter",58164,"Check if file exist on ResultCollector listener before start the loadtest",27
"Apache httpd-2",55276,"Add REST API for load balancer for dynamic registration of workers",27
"Tomcat 8",58935,"Re-deploy from war without deleting context",27
"JMeter",58830,"Documentation : Add examples for each function with the result",27
"JMeter",57689,"Impossibility to parameterize the Scheduler on Thread Group",27
"Ant",47163,"Contributed task: #include",27
"POI",47658,"no method to autosize rows",27
"Tomcat 6",50677,"Allow system property variables in catalina.properties",27
"Log4j - Now in Jira",52463,"log4j-extras: Configure thread priority of asynchronous action in RollingDescription",27
"Apache httpd-2",58720,"querying server status stalls when scoreboard is full",27
"Apache httpd-2",59972,"Allow parent .htaccess to override settings in childs (subdirectories)",27
"Tomcat 6",47214,"Inner classes that are explicitly referenced - should not be anonymous",27
"POI",57699,"Suport Strict OOXML files",27
"XmlCommons - Now in JIRA",10684,"IgnoringElementContentWhitespace()Z not found",27
"Xerces-J",31167,"NullPointerException in AbstractSaxParser",27
"Xerces-J",6974,"Static buffer in UCSReader not thread safe.",27
"Xerces-J",29130,"HTMLSelectElementImpl.getOptions(), HTMLTableElementImpl.getRows(), ... do not return the right results after a cloneNode",27
"Apache httpd-2",22484,"semaphore problem takes httpd down",27
"Log4j - Now in Jira",26084,"Log Event detail panel does not show special characters",27
"Xerces-J",3013,"Large File Parsing",27
"Fop - Now in Jira",50806,"Extra line in running header.",27
"Fop - Now in Jira",46363,"list items sometimes overflow the region-body",27
"Apache httpd-2",49996,"Proxied ErrorDocument returns 200 OK response code",27
"Apache httpd-2",51127,"Make ProxyPassReverseCookiePath work as expected",27
"Xerces-J",2674,"arglists for method wrong in javadoc",27
"Fop - Now in Jira",48697,"Span problem with tables spanning pages",27
"Xerces-J",11136,"DOCTYPE wrong after serialization",27
"Fop - Now in Jira",40112,"keep-with-previous.within-page not working",27
"Apache httpd-2",38550,"Setting headers based on proxied data",27
"Ant",22020,"[PATCH] addition of access atribute to <target..> task",27
"APR",43035,"Add ability to wrap ssl around pre-existing sockets",27
"Watchdog",10703,"Need to test getRequestURI after RequestDispatcher.forward()",27
"Ant",40448,"<exec>/<java>/<apply> should accept <envset>",27
"Ant",31610,"[RFE][Patch] errorproperty attribute to <subant> task",27
"Xerces-J",23775,"allow for international characters in comments or provide better error messages: Invalid byte 2 of 2-byte UTF-8 sequence (was ant-RFE)",27
"Ant",20956,"java debugging and profiling",27
"Batik - Now in Jira",46926,"[PATCH] More control over RasterizerTask output files",27
"Slide",38353,"Unable to post large(>2GB) files using Slide API",28
"Lenya",44676,"Don't create continuations for tab usecases",28
"Apache httpd-2",59749,"apache http 2.2.29: Segmentation fault",28
"Apache httpd-2",54952,"[Fri May 10 17:39:01 2013] [error] proxy: CLUSTER: (balancer://cluster). All workers are in error state",28
"Apache httpd-2",49387,"Unable to modify default charset setting to UTF-8 or Shift_JIS",28
"Apache httpd-2",55914,"child exit segmentation fault after apache graceful",28
"Apache httpd-2",58225,"intermitant segfault 11 in session_identity_encode",28
"Apache httpd-2",54563,"mod_webdav ignores quota",28
"Apache httpd-2",51797,"Crash HTTPD(Windows)",28
"Batik - Now in Jira",46618,"NPE when changing an element during animation",28
"Apache httpd-2",52195,"Japanese texts are garbled on mailing list archives",28
"POI",53816,"Extracted word count is incorrect",28
"POI",53888,"Incorrect formula value for empty string value",28
"Log4j - Now in Jira",44526,"segmentation fault occuring when PropertyConfigurator.configure(propertyFile) function is called",28
"POI",57170,"BusinessPlan-Example failes Microsoft Office Binary File Validation",28
"Apache httpd-2",54519,"httpd already running",28
"Lenya",44473,"Add createContinuation=""false"" for all non-interactive usecase views",28
"Batik - Now in Jira",39714,"DefaultExtensionHandler derived class's handlePaint is not getting invoked",28
"POI",56880,"Non-extended character Pascal strings are not supported in RevisionMarkAuthorTable",28
"JMeter",57886,"Connect Time affected by file upload size",28
"Apache httpd-2",53351,"make fails if layout begins on first line of config.layout",28
"APR",59927,"apr-util needs some tweaks for mysql 5.7 where is no libmysqlclient_r",28
"Apache httpd-2",58688,"Missing mod_ssl connection-level upgrade headers for OPTIONS * requests",28
"Ant",50399,"DefaultInputHandler produces unnecessary newline in prompt",28
"APR",55417,"Cannot find OpenSSL libs due to missing inter-library dependencies",28
"Apache httpd-2",54253,"mod_proxy_ftp doesn't handle/log partial or cancelled downloads correctly",28
"Apache httpd-2",58842,"mod_proxy DNS cache with authoritative and no-authoritative DNS Server",28
"Log4j - Now in Jira",43282,"Add OSGi packaging info to log4j and companions",28
"POI",59158,"OpenXML4JRuntimeException: Rule M2.4 exception",28
"Apache httpd-2",56135,"Add DC to list of x509 components",28
"Apache httpd-2",56176,"mod_substitute truncates the response body if the ""Line is too long""",28
"APR",58476,"include for stdint.h missing in apr_dbd_odbc.c",28
"Apache httpd-2",50999,"it seems the configure wrong detect my apr-util version,i've already installing apr-util 1.3.10",28
"Apache httpd-2",57800,"High CPU usage in ap_core_output_filter",28
"Apache httpd-2",44453,"list_hooks.pl doesn't parse declarations that span multiple lines",28
"Log4j - Now in Jira",56340,"EnhancedPatternLayout layout could be improved",28
"Apache httpd-2",54878,"Multiple Listen directives prevent server to start on some valid configurations",28
"POI",59433,"Account special format not processed when value is 0 (zero)",28
"Apache httpd-2",49997,"wrowe promised me...",28
"Batik - Now in Jira",46453,"animateTransform throws ArrayIndexOutOfBoundsException",28
"Apache httpd-2",60028,"mod_ssl does not accept expired client certificates even with SSLVerifyClient optional_no_ca",28
"Batik - Now in Jira",42116,"text-rendering 'auto' output less legible that other options for some fonts",28
"Apache httpd-2",60054,"https://modules.apache.org/ gives a 503 Error",28
"Apache httpd-2",58893,"Document that RewriteMap names must be unique across the server",28
"Apache httpd-2",51711,"mod_auth_digest have broken shared mem (nonce) code",28
"Apache httpd-2",47989,"Junk string appended to compressed dynamic content when no expiry set.",28
"JMeter",59265,"totalThreads + activeThreads + warnIndicator tooltip not updated when we change the language in the GUI",28
"POI",59728,"Should not be able to add an array formula to merged region",28
"Log4j - Now in Jira",49597,"The log4j.dtd is to restrictive",28
"Apache httpd-2",52383,"Instllation log typo",28
"Ant",46060,"ClassLoader task - will need manual documentation",28
"Apache httpd-2",59998,"some trivial spelling fixes (comments in code)",28
"Apache httpd-2",56264,"Confusing error with .htaccess rewrite to proxy when mod_proxy not active.",28
"Tomcat 7",57892,"Log once a warning if a symbolic link is ignored (e.g. to web.xml )",28
"APR",56053,"APR_CHECK_SIZEOF_EXTENDED should be replaced by AC_CHECK_SIZEOF",28
"Apache httpd-2",57046,"Add additional parameter to enable check URL before forwarding request to balancer backends",28
"Apache httpd-2",40984,"AddIcon, AddIconByType for OpenDocument format",28
"JMeter",54884,"Add up/down system in Response Assertion to move patterns to test",28
"Apache httpd-2",54796,"CustomLog should be able to use syslog as ErrorLog does",28
"POI",56171,"java.lang.RuntimeException: TODO",28
"Ant",51642,"Add GPG format as alternative to checksum",28
"Apache httpd-2",51718,"Feature Request: Add shorthand to redirect any ServerAlias to the according ServerName",28
"JMeter",53648,"Add ability to read cookies from access log in Access Log Sampler",28
"Apache httpd-2",56395,"Allow SERVER_ADDR environment variable to be optionally undisclosed",28
"Taglibs",42413,"[PATCH] Log Taglib enhancements",28
"POI",59799,"build.xml should not run tests as part of the 'compile-all' target",28
"Tomcat 7",52489,"Enhancement request for code signing of war files",28
"Apache httpd-2",43838,"If-Modified-Since request and htcacheclean conflict",28
"Tomcat 8",57130,"Allow digest.sh to accept password from a file or from stdin",28
"Log4j - Now in Jira",45855,"Add site/apt documentation for JULBridgeLogManager",28
"Tomcat 6",47467,"Deployment of the war file by URL when contextpath is not specified in Manager Application.",28
"Ant",43428,"Resource Framework: Reading attributes of a resource",28
"Xerces-J",6889,"XML document validation by XML schema is not performed by xerces1.4.4",28
"Xerces-J",4041,"Null Pointer Exception at schema validating with complex substitution Groups",28
"Slide",29309,"is it a bug??",28
"Fop - Now in Jira",45702,"Forced break-after and/or space-after causes unresolved page-number-citations",28
"Xerces-J",9066,"High Memory Usage",28
"Xerces-J",1779,"The XML reader classes do not support documents larger than 2GB",28
"Fop - Now in Jira",48086,"Remainder of table too high after page break due to conditional space",28
"Ant",24106,"Suites are not reported correctly in JUnitReport",28
"Apache httpd-2",17244,"./configure --help gives false information regarding to --with-ldap",28
"Apache httpd-2",32051,"mod_example is not thread safe",28
"Fop - Now in Jira",48111,"API documentation is not available",28
"Xerces-J",15858,"Abstract Dom Parser",28
"Fop - Now in Jira",40468,"Use OpenType fonts from the STIX fonts project?",28
"Log4j - Now in Jira",4913,"org.apache.log4j.helpers.FileWatchdog should allow external interrupt()",28
"Ant",22554,"allow to specify Build file from OS environment variable",28
"Fop - Now in Jira",46883,"AFP/GOCA: Performance Hot Spot in AbstractGraphicsDrawingOrderContainer.getDataLength()",28
"Ant",23541,"Enhance error messages of taskdef to say what really is not found...",28
"Ant",24089,"JSP whitespace reduction",28
"Ant",34907,"Add Multipart subtype setting to MimeMailer",28
"Apache httpd-2",17114,"Please add strip and install-strip targets to Makefile",28
"Log4j - Now in Jira",23329,"<logger> element in XML config should support resourceBundle attribute",28
"Ant",19964,"system property for a default timeout for tests",28
"Ant",38918,"Add 'real' overwrite support to Zip-based tasks",28
"Lenya",42230,"define contract for images and assets in backend store, move to XHTML2 strict.",28
"Xindice",36129,"NullPointerException in document load",29
"Apache httpd-2",57927,"Segmentation Fault at proxy_util.c:994",29
"Watchdog",469,"in example-taglib.tld ""urn"" should be ""uri"" BugRat Report#795",29
"POI",48336,"Error reading date",29
"Slide",34779,"Property namespace and name clash",29
"APR",58189,"7.0.59 (APR1.5.0) Suddenly increase busy threads (and high cpu usage).",29
"Apache httpd-2",43481,"AuthLDAPURL must contain a final path of branch?(ldap_search_ext_s)",29
"Apache httpd-2",48440,"Segmentation Fault",29
"POI",57620,"The formula-parts are not correctly parsed by the method org.apache.poi.ss.formula.FormulaParser.parseSheetName() and that leads to the FormulaParseException",29
"Batik - Now in Jira",44682,"TranscoderException and EnclosedException when transcoding SVG to JPEG",29
"POI",58858,"hidden characters not removed",29
"Batik - Now in Jira",42042,"SVG image not showing properly.",29
"Apache httpd-2",46709,"Expect: 100-continue to an HTTP/1.0 server change Breaks .NET Web Services",29
"Tomcat Modules",56088,"AbstractQueryReport$StatementProxy throws exception on Object methods if statement is closed",29
"POI",53178,"RunTimeException: ""Unexpected tAttr"" in getCellFormula()",29
"Log4j - Now in Jira",54862,"log4j:ERROR Failed to rename",29
"POI",56123,"ShiftRows, Bug in POI 3.10 Beta 2: ""Could not find 'internal references' EXTERNALBOOK""",29
"Ant",51761,"EAR appxml attribute for JEE 5",29
"Log4j - Now in Jira",40385,"SocketServer cannot find config file when passed an IP address",29
"Ant",41402,"The task ChangeLog doesn't work if the svn server is in french",29
"POI",59252,"Close workbook does not save file",29
"Lenya",43046,"remove edit-document.js from usecase module",29
"Apache httpd-2",43352,"Apache2: out of memory during heavy webdav files copy using SSL",29
"JMeter",60155,"Exception thrown when GET parameter with chinese character NOT url encoded",29
"Slide",35603,"JNDIPrincipalStore needs to ignore case when checking 'groupMemberSet' attribute",29
"Apache httpd-2",40102,"SCRIPT_NAME set incorrectly with mod_rewrite",29
